date,news
2019-07-31,Apple Drives Up Stock Futures Early As Markets Look Toward Fed Rate Vote
2019-07-31,ADP Reports Fourth Quarter and Fiscal 2019 Results
2019-07-30,"Pre-Market Earnings Report for July 31, 2019 :  AMT, GE, ADP, CME, EPD, D, SO, SPG, MCO, HUM, JCI, SPOT"
2019-07-30,"Business Services Earnings on Jul 31: SPOT, NLSN. ADP, APTV"
2019-07-29,See Which Of The Latest 13F Filers Holds Automatic Data Processing
2019-07-29,Economic and Earnings Data to Flood Market This Week
2019-07-29,"Looking Ahead to Beyond Meat (BYND) Q2, CTB Skids"
2019-07-29,What Awaits Automatic Data Processing (ADP) in Q4 Earnings?
2019-07-24,Paycom (PAYC) to Report Q2 Earnings: What's in the Cards?
2019-07-24,Automatic Data Processing (ADP) Reports Next Week: Wall Street Expects Earnings Growth
2019-07-24,"U.S. Wage Growth, for Second Quarter 2019, Accelerated to 4 Percent Over the Year"
2019-07-24,"July 2019 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on Wednesday, July 31, 2019"
2019-07-23,"Simulations Plus, Inc. (SLP) Ex-Dividend Date Scheduled for July 24, 2019"
2019-07-19,ADP Crosses Above Average Analyst Target
2019-07-19,NelsonHall and Everest Group Name ADP a Leader in Recruitment Process Outsourcing (RPO)
2019-07-18,Invesco QQQ Experiences Big Inflow
2019-07-18,"ADP Canada National Employment Report: Employment in Canada Increased by 30,400 Jobs in June 2019"
2019-07-11,"Media Alert: June 2019 ADP Canada National Employment Report to be released on Thursday, July 18, 2019"
2019-07-10,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION (SAIC) Ex-Dividend Date Scheduled for July 11, 2019"
2019-07-10,Here's Why You Should Retain Omnicom (OMC) in Your Portfolio
2019-07-09,ADP vs. Paychex: Comparing Key Metrics For The Two Largest Payroll Processing Companies
2019-07-09,"The Zacks Analyst Blog Highlights: Morgan Stanley, McCormick, Walmart, Automatic Data and Air Products"
2019-07-09,FleetCor (FLT) Snaps Up Payroll Card Provider SOLE Financial
2019-07-08,Here's Why You Should Hold on to Navigant Consulting (NCI)
2019-07-08,"VGT, CRM, ACN, ADP: Large Outflows Detected at ETF"
2019-07-08,FLEETCOR Technologies Hits 52-Week High: What's Driving It?
2019-07-08,4 Top Dividend Aristocrats to Buy for 2H19
2019-07-05,"Gold Flat Ahead of Payroll Data, On Track for Seventh Week of Gains"
2019-07-04,Asian Stocks Mixed Ahead of Upcoming U.S. Payroll Report
2019-07-04,Weak Data Could Hasten Rate Cut: Can Banks Cope?
2019-07-04,Gold Prices Steady After Hitting One-Week High
2019-07-03,"S&P 500, Dow and Nasdaq close at record high levels in short session ahead of July Fourth holiday"
2019-07-03,Economic Data Deluge
2019-07-03,Buy Calls to Bet on New ADP Highs
2019-07-03,"ADP Payrolls 102K, Trade Deficit Worsens: Countdown to Rate Cut?"
2019-07-03,Gold Prices Rise on Falling Treasury Yields Amid Soft U.S. Data
2019-07-03,"S&P 500, Dow trade at records in early action as Wall Street digests a weak ADP jobs report"
2019-07-03,"Company News for Jul 3, 2019"
2019-07-03,"ADP National Employment Report: Private Sector Employment Increased by 102,000 Jobs in June"
2019-07-02,"Notable Tuesday Option Activity: EIX, ADP, VLO"
2019-07-02,Day Ahead: Top 3 Things to Watch
2019-07-02,IBM Is Set to Join Exclusive Group of Dividend Aristocrats
2019-07-02,"Nasdaq 100 Movers: ADP, ORLY"
2019-07-02,"S&P 500 Movers: INFO, DISH"
2019-07-02,Economic Data Deluge
2019-07-02,"Pre-Markets Pull Back Slightly, ADP & BLS This Week"
2019-07-01,Positive Development on Trade War Front
2019-07-01,U.S.-China Trade Truce Brings Big Pre-Market Gains
2019-07-01,IBM Garage Aids Enterprises to Devise & Deploy Business Ideas
2019-06-30,Weekly Outlook: July 1 - 5
2019-06-30,How Goldman Sachs and Other Hedge Fund Darlings Performed in Q2
2019-06-29,"Paychex Ends Fiscal 2019 On A Strong Note, But Will It Sustain Momentum In Fiscal 2020?"
2019-06-27,"Pegasystems Inc. (PEGA) Ex-Dividend Date Scheduled for June 28, 2019"
2019-06-27,"Monotype Imaging Holdings Inc. (TYPE) Ex-Dividend Date Scheduled for June 28, 2019"
2019-06-26,"Amdocs Limited (DOX) Ex-Dividend Date Scheduled for June 27, 2019"
2019-06-26,"June 2019 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on Wednesday, July 3, 2019"
2019-06-25,Who are ADP's Main Competitors?
2019-06-25,"ADP to Announce Fourth Quarter Fiscal 2019 Financial Results on July 31, 2019"
2019-06-21,"Top Analyst Reports for ExxonMobil, Oracle & ADP"
2019-06-20,ProShares ProShares UltraPro QQQ Experiences Big Outflow
2019-06-20,"ADP Canada National Employment Report: Employment in Canada Decreased by 16,000 Jobs in May 2019"
2019-06-18,ADP Research Institute to Gather Leading U.S. Economists for State of the Labor Market Summit 2019 at the Harvard Club of New York City
2019-06-17,Here’s What Hedge Funds Think About Automatic Data Processing (ADP)
2019-06-17,What Makes Automatic Data Processing (ADP) a Strong Momentum Stock: Buy Now?
2019-06-14,"Cerner Corporation (CERN) Ex-Dividend Date Scheduled for June 17, 2019"
2019-06-14,ADP (ADP) Upgraded to Buy: Here's Why
2019-06-14,ADP Research Institute Sets International Benchmark for Employee Engagement with its 19-Country Global Study of Engagement
2019-06-13,Here's Why You Should Retain ADP Stock in Your Portfolio
2019-06-13,"Media Alert: May 2019 ADP Canada National Employment Report to be released on Thursday, June 20, 2019"
2019-06-12,What Is a Pay Stub?
2019-06-12,"Verisk Analytics, Inc. (VRSK) Ex-Dividend Date Scheduled for June 13, 2019"
2019-06-12,"Leidos Holdings, Inc. (LDOS) Ex-Dividend Date Scheduled for June 13, 2019"
2019-06-12,"Automatic Data Processing, Inc. (ADP) Ex-Dividend Date Scheduled for June 13, 2019"
2019-06-11,"Noteworthy Tuesday Option Activity: MDR, X, ADP"
2019-06-11,"Ex-Dividend Reminder: Telephone & Data Systems, Automatic Data Processing and Motorola Solutions"
2019-06-10,United Technologies & Raytheon To Merge
2019-06-10,"Pre-Market Rally Continues, &quot;Merger Monday&quot; Returns"
2019-06-10,ADP Crosses Above Average Analyst Target
2019-06-10,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-06-07,Disappointing Job Data for May
2019-06-07,Jobs Data Depicts Weakness: 75K in May
2019-06-05,Day Ahead: Top 3 Things to Watch
2019-06-05,Private Sector Payrolls Decline
2019-06-05,ADP Growth Sinks to 27K -- What's This Mean for Friday?
2019-06-05,Accenture (ACN) Completes BRIDGE Energy Group Acquisition
2019-06-05,"ADP National Employment Report: Private Sector Employment Increased by 27,000 Jobs in May"
2019-06-03,"Perspecta Inc. (PRSP) Ex-Dividend Date Scheduled for June 04, 2019"
2019-06-03,"DXC Technology Company (DXC) Ex-Dividend Date Scheduled for June 04, 2019"
2019-06-02,Weekly Outlook: June 3 - 7
2019-06-02,Economic Calendar - Top 5 Things to Watch This Week
2019-06-01,Here is the 23rd Most Popular Stock Among Hedge Funds
2019-05-31,ADP or PAYX: Which Outsourcing Services Firm is Better Placed?
2019-05-31,ADP (ADP) Up 1.6% Since Last Earnings Report: Can It Continue?
2019-05-31,"CSG Systems International, Inc. (CSGS) Ex-Dividend Date Scheduled for June 03, 2019"
2019-05-29,"Open Text Corporation (OTEX) Ex-Dividend Date Scheduled for May 30, 2019"
2019-05-29,"Ebix, Inc. (EBIX) Ex-Dividend Date Scheduled for May 30, 2019"
2019-05-29,"CSP Inc. (CSPI) Ex-Dividend Date Scheduled for May 30, 2019"
2019-05-29,"May 2019 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on Wednesday, June 5, 2019"
2019-05-28,ADP Leverages New Technology to Boost Growth
2019-05-26,"Automatic Data Processing, Inc. (ADP): Bill Ackman Says It Has A Good Chance for Accelerated Revenue Growth"
2019-05-22,ADP Expands Instant Pay and Financial Wellness Solutions with Launch of Wisely Now and the myWisely App
2019-05-22,Touching Base After Automatic Data Processing's Mixed Quarter
2019-05-22,Touching Base After Automatic Data Processing&apos;s Mixed Quarter
2019-05-21,"Jack Henry & Associates, Inc. (JKHY) Ex-Dividend Date Scheduled for May 22, 2019"
2019-05-21,Intuit (INTU) to Report Q3 Earnings: What's in the Cards?
2019-05-20,Intuit (INTU) to Report Q3 Earnings: What's in the Cards?
2019-05-20,"Noteworthy ETF Outflows: QQQ, NVDA, ADP, MU"
2019-05-20,"Cognizant Technology Solutions Corporation (CTSH) Ex-Dividend Date Scheduled for May 21, 2019"
2019-05-17,"Q1 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios"
2019-05-16,ADP Highlights Strong Open Ecosystem Momentum at its 2nd Annual ADP Marketplace Partner Summit
2019-05-16,"ADP Canada National Employment Report: Employment in Canada Increased by 61,700 Jobs in April 2019"
2019-05-15,"Notable Wednesday Option Activity: ADP, FITB, MA"
2019-05-15,ADP Appoints Francine S. Katsoudas to Board of Directors
2019-05-14,"Computer Programs and Systems, Inc. (CPSI) Ex-Dividend Date Scheduled for May 15, 2019"
2019-05-14,ADP (ADP) Upgraded to Buy: Here's What You Should Know
2019-05-14,Automatic Data Processing a Top Socially Responsible Dividend Stock With 2.0% Yield (ADP)
2019-05-13,ADP unifies Payroll and HR for growth-focused businesses in APAC and EMEA with the launch of the solution iHCM 2
2019-05-13,ADP Rides on Strategic Acquisitions Amid Rising Expenses
2019-05-10,Charles River Associates (CRAI) Lags Q1 Earnings Estimates
2019-05-10,"Equifax's (EFX) Q1 Earnings Beat Estimates, Revenues Lag"
2019-05-10,Here’s What Hedge Funds Think About Adaptimmune Therapeutics plc (ADP)
2019-05-09,"Delphi Technologies (DLPH) Q1 Earnings Beat, Revenues Lag"
2019-05-09,ADP Ranked #3 on DiversityInc's 2019 Top 50 Companies List
2019-05-09,"Media Alert: April 2019 ADP Canada National Employment Report to be released on Thursday, May 16, 2019"
2019-05-09,Genpact (G) Surpasses Q1 Earnings and Revenue Estimates
2019-05-08,ADP and Intuit Deepen Cross-Platform Connection with New Self-Service Solution
2019-05-07,Global Study Reveals Increasing Demand for Alternative Payment Methods and Flexible Pay Cycles
2019-05-07,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-05-03,Edited Transcript of ADP earnings conference call or presentation 1-May-19 12:30pm GMT
2019-05-02,Jobless Claims Steady at 230K Ahead of Friday's BLS Report
2019-05-02,Weekly Jobless Claims Remain Unchanged
2019-05-02,ADP a Top 25 Dividend Giant With $8.44B Held By ETFs
2019-05-01,Automatic Data Processing Inc (ADP) Q3 2019 Earnings Call Transcript
2019-05-01,Automatic Data Processing (ADP) Surpasses Q3 Earnings Estimates
2019-05-01,"Nasdaq 100 Movers: AMGN, AAPL"
2019-05-01,"ADP Reports 275K Private-Sector Jobs, Crushing Estimates"
2019-05-01,Private Sector Adds A Staggering Number Of Jobs
2019-05-01,"ADP Q3 Earnings Top Estimates, Revenues Lag, '19 EPS View Up"
2019-05-01,"ADP Beats Q3 Earnings Estimates, Lags Revenues, Ups '19 View"
2019-05-01,"ADP National Employment Report: Private Sector Employment Increased by 275,000 Jobs in April"
2019-05-01,ADP: Fiscal 3Q Earnings Snapshot
2019-05-01,ADP Reports Third Quarter Fiscal 2019 Results
2019-05-01,"U.S. Adds 275,000 Private Sector Jobs in April: ADP"
2019-05-01,"ADP Earnings Beat, Revenue Misses In Q3"
2019-04-30,"Noteworthy Tuesday Option Activity: ADP, NKE, CAL"
2019-04-30,"Pre-Market Earnings Report for May 1, 2019 :  ADP, CVS, EPD, CME, SO, EL, HUM, JCI, YUM, IQV, RCL, HLT"
2019-04-30,Day Ahead: Top 3 Things to Watch
2019-04-30,NelsonHall Names ADP a Leader in 2019 Next Generation Payroll NEAT for the Sixth Consecutive Year
2019-04-30,Why Earnings Season Could Be Great for and Automatic Data Processing (ADP)
2019-04-29,Will Automatic Data Processing (ADP) Beat in Q3 Earnings?
2019-04-28,Weekly Outlook: April 29 - May 3
2019-04-24,YieldBoost Automatic Data Processing To 4.7% Using Options
2019-04-24,"Noteworthy ETF Inflows: QQQ, INTC, ADP, INTU"
2019-04-24,Automatic Data Processing (ADP) Earnings Expected to Grow: Should You Buy?
2019-04-24,U.S. Wage Growth Accelerated from 3.4 Percent to 3.8 Percent Annually; Majority of U.S. Workers Received Wage Increases While Employment Growth was Flat
2019-04-22,Bill Ackman Thanks Warren Buffett for His Fund’s Comeback in 2019
2019-04-22,"Simulations Plus, Inc. (SLP) Ex-Dividend Date Scheduled for April 23, 2019"
2019-04-22,Bill Ackman Is Making a Strong Comeback in 2019
2019-04-20,Corona and Canopy: A mix of beer and pot that could juice your stock portfolio
2019-04-18,"ADP Canada National Employment Report: Employment in Canada Increased by 13,200 Jobs in March 2019"
2019-04-17,5 Reasons Why You Should Invest in Interpublic (IPG) Stock
2019-04-17,Alliance Data to Divest Epsilon to Publicis for $4.4B in Cash
2019-04-16,Alliance Data to Divest Epsilon to Publicis for $4.4B in Cash
2019-04-16,"QQQ, INTC, ADP, MU: ETF Inflow Alert"
2019-04-16,Omnicom (OMC) Surpasses Q1 Earnings and Revenue Estimates
2019-04-16,Waste Management Snaps Up Advanced Disposal for $4.9 Billion
2019-04-16,"ADP Research Institute Releases 2019 State of the Workforce Report: Pay, Promotions and Retention, Providing Unprecedented View of the Organization of U.S. Firms"
2019-04-15,ManpowerGroup's (MAN) Q1 Earnings: How Things Are Shaping Up
2019-04-15,ADP® Simplifies Tax Compliance with Next-Generation Tax Engine
2019-04-12,Why Should You Hold on to ManpowerGroup (MAN) Stock Now?
2019-04-12,Omnicom (OMC) to Report Q1 Earnings: Is a Beat in Store?
2019-04-11,Why Should You Retain H&R Block (HRB) in Your Portfolio?
2019-04-11,ADP or BR: Which Outsourcing Player is a Better Stock to Buy?
2019-04-11,Why Should You Hold on to Waste Management (WM) Stock Now?
2019-04-11,"Media Alert: March 2019 ADP Canada National Employment Report to be released on Thursday, April 18, 2019"
2019-04-10,Clean Harbors Benefits From Buyouts & Operational Efficiency
2019-04-10,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION (SAIC) Ex-Dividend Date Scheduled for April 11, 2019"
2019-04-10,Here's Why You Should Retain S&P Global (SPGI) Stock Now
2019-04-10,Accenture Targets French IT Facilitator Cirruseo Buyout
2019-04-09,5 Companies Hit 52-Week Highs
2019-04-09,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-04-09,Here's Why You Should Hold FLEETCOR Technologies (FLT) Now
2019-04-09,Top Ranked Momentum Stocks to Buy for April 9th
2019-04-09,6 Reasons Why You Should Invest in MAXIMUS (MMS) Stock
2019-04-08,Invesco QQQ Experiences Big Outflow
2019-04-08,Automatic Data Processing (ADP) Is Up 3.86% in One Week: What You Should Know
2019-04-08,Top Ranked Momentum Stocks to Buy for April 8th
2019-04-08,Here's Why You Should Retain Rollins (ROL) in Your Portfolio
2019-04-05,WEX Joins Forces With Supply Chain Technology Provider Octet
2019-04-05,Why the Earnings Surprise Streak Could Continue for ADP (ADP)
2019-04-05,Here's Why You Should Hold on to IHS Markit (INFO) Stock
2019-04-04,Jobless Claims Down To Half-Century Lows
2019-04-04,"Jobless Claims Down to 202K, Tesla Down 9%"
2019-04-04,"Zacks.com featured highlights include: Cadence Design, LPL, Charles and Automatic Data"
2019-04-04,"Stock Market News For Apr 4, 2019"
2019-04-03,ADP Declares Regular Quarterly Dividend
2019-04-03,Day Ahead: Top 3 Things to Watch
2019-04-03,ADP® Recognizes Leading Companies for Workplace Transformation Initiatives at 26th Annual ADP Meeting of the Minds Conference
2019-04-03,Weak Job Addition in Private Sector
2019-04-03,"ADP: 129K Private-Sector Jobs in March, Below Estimates"
2019-04-03,4 GARP Stocks for a Winning Portfolio
2019-04-03,S&P Global's David Blitzer's Near 40-Year Term to End Soon
2019-04-03,"ADP National Employment Report: Private Sector Employment Increased by 129,000 Jobs in March"
2019-04-03,U.S. Economy Posts Lowest Job Creation in 18 Months: ADP
2019-04-03,Top 5 Things to Know in the Market on Wednesday
2019-04-02,5 ways to make Equal Pay Day a reality
2019-04-02,Day Ahead: Top 3 Things to Watch
2019-04-02,Walgreens' Earnings & Economic Data In Focus
2019-04-02,"Durable Goods Mixed, Walgreen's (WBA) Disappoints"
2019-04-02,Accenture Boosts Nordics Presence With Hjaltelin Stahl Buyout
2019-04-02,Verisk (VRSK) Scales New 52-Week High: What's Driving It?
2019-04-02,ADP Achieves a Perfect Score in Workplace Equality for 10th Straight Year
2019-04-01,Here's Why You Should Retain IQVIA Holdings (IQV) Stock Now
2019-04-01,Interpublic (IPG) Rides on Organic Growth & Acquisitions
2019-03-31,Economic Calendar - Top 5 Things to Watch This Week
2019-03-28,Equifax (EFX) and FICO Team Up for Data Decisions Cloud
2019-03-28,Automatic Data Processing (ADP): Billionaire Bill Ackman Thinks The Company Is On The Right Track
2019-03-28,ADP Crosses Above Average Analyst Target
2019-03-28,"Pegasystems Inc. (PEGA) Ex-Dividend Date Scheduled for March 29, 2019"
2019-03-28,"Monotype Imaging Holdings Inc. (TYPE) Ex-Dividend Date Scheduled for March 29, 2019"
2019-03-28,ADP Mobile App Surpasses 20 Million Registered Users as the Mobile-First Movement Arrives in the Workplace
2019-03-28,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-03-27,Bill Ackman Comments on Automatic Data Processing
2019-03-27,"Amdocs Limited (DOX) Ex-Dividend Date Scheduled for March 28, 2019"
2019-03-27,"March 2019 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on Wednesday, April 3, 2019"
2019-03-26,"IHS Markit (INFO) Q1 Earnings Surpass Estimates, Revenue Lag"
2019-03-26,WEX Unveils Buyout Plan for EG Group's Fuel Card Business
2019-03-26,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-03-25,"Perspecta Inc. (PRSP) Ex-Dividend Date Scheduled for March 26, 2019"
2019-03-25,"DXC Technology Company (DXC) Ex-Dividend Date Scheduled for March 26, 2019"
2019-03-21,"ADP Canada National Employment Report: Employment in Canada Increased by 36,200 Jobs in February 2019"
2019-03-20,"ADP to Announce Third Quarter Fiscal 2019 Financial Results on May 1, 2019"
2019-03-19,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-03-19,Pay Equity Problem Persists in Canadian Workplaces
2019-03-18,"XLK, AVGO, ACN, ADP: ETF Inflow Alert"
2019-03-18,Here's Why You Should Retain Waste Connections (WCN) Now
2019-03-18,Automatic Data Processing (ADP) Hits a New 52-Week High
2019-03-18,7 GARP Stocks to Scoop Up for Maximum Returns
2019-03-15,IHS Markit's (INFO) OPIS and GLX Collaborate on LNG Indices
2019-03-14,"MIND C.T.I. Ltd. (MNDO) Ex-Dividend Date Scheduled for March 15, 2019"
2019-03-14,"Media Alert: February 2019 ADP Canada National Employment Report to be released on Thursday, March 21, 2019"
2019-03-13,Here's Why You Should Hold On to Republic Services (RSG) Now
2019-03-13,"ABM Rides on Vision 2020 and GCA Buyout, Suffers Debt Woes"
2019-03-13,First Data (FDC) to Snap Up Leading Brazilian EFT Brand
2019-03-13,"Verisk Analytics, Inc. (VRSK) Ex-Dividend Date Scheduled for March 14, 2019"
2019-03-13,"Leidos Holdings, Inc. (LDOS) Ex-Dividend Date Scheduled for March 14, 2019"
2019-03-12,Square Stock Faces Short-Term Pain and Long-Term Gain
2019-03-12,Waste Management's Subsidiary Buys Petro Waste Environmental
2019-03-12,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-03-12,Why You Should Retain Verisk Analytics (VRSK) Stock for Now
2019-03-12,"CSG Systems International, Inc. (CSGS) Ex-Dividend Date Scheduled for March 13, 2019"
2019-03-12,ADP TotalSource® Raises the Bar with Enhanced Professional Employer Organization Offerings that Address Today's Workplace Challenges
2019-03-11,Why Should You Retain Fiserv (FISV) Stock in Your Portfolio?
2019-03-11,6 Reasons Why You Should Invest in Insperity (NSP) Stock
2019-03-11,ATTO or ADP: Which Is the Better Value Stock Right Now?
2019-03-11,ADP Honored by Junior Achievement with U.S. President's Volunteer Service Award
2019-03-11,Here's Why You Should Add Xerox (XRX) to Your Portfolio
2019-03-08,Jobless Rate Falls To 3.8%
2019-03-08,"February Jobs Just 20K, Unemployment Falls to 3.8%"
2019-03-08,Here's Why Automatic Data Processing (ADP) is a Great Momentum Stock to Buy
2019-03-08,Accenture Introduces Intelligent Digital IAM Capability
2019-03-08,"Xerox To Reorganize Under Holding Company, Improve Operations"
2019-03-08,"ADP Ignites Conversation around Changing World of Work with New Brand Campaign: ""What Are You #WorkingFor?"""
2019-03-08,Is the U.S. Jobs Report too Bad to Be True?
2019-03-07,"H&R Block (HRB) Q3 Loss Narrows Y/Y, Revenues Beat Estimates"
2019-03-07,ADP CFO Jan Siegmund to step down after more than 6 years in the role
2019-03-07,"ABM Industries (ABM) Q1 Earnings Beat, Revenues Rise Y/Y"
2019-03-07,"Analysis: Positioning to Benefit within Kimberly-Clark, Hoegh LNG Partners LP, Teck Resources, Automatic Data Processing, Armstrong World Industries, and CoStar Group — Research Highlights Growth, Revenue, and Consolidated Results"
2019-03-07,Should First Trust Capital Strength ETF (FTCS) Be on Your Investing Radar?
2019-03-06,"Noteworthy Wednesday Option Activity: AGN, ADP, EZPW"
2019-03-06,Private Sector Employment Data in Focus
2019-03-06,"ADP In-Line at 183K; Trade Deficit -$59.8B, Lowest Since 2008"
2019-03-06,4 Stocks to Gain From the Fast-Changing American Workforce
2019-03-06,Accenture Announces Acquisition of Life Sciences Company ESP
2019-03-06,"IQVIA Holdings Rides on Technological Suite, Debt Woes Persist"
2019-03-06,"Automatic Data Processing, Inc. (ADP) Ex-Dividend Date Scheduled for March 07, 2019"
2019-03-06,WEX Announces Completion of Discovery Benefits Acquisition
2019-03-06,"ADP National Employment Report: Private Sector Employment Increased by 183,000 Jobs in February"
2019-03-06,"U.S. Adds 183,000 Private Sector Jobs in February: ADP"
2019-03-06,[$$] US private sector adds fewer jobs than expected in February
2019-03-05,Stericycle (SRCL) Rides on Acquisitions as Debt Woes Linger
2019-03-05,Verisk's Geomni Unveils Aerial Imagery Subscription Service
2019-03-04,Waste Connections (WCN) Rides on Acquisitions Amid Debt Woes
2019-03-04,Kforce Agrees to Sell Federal Government Solutions to ManTech
2019-03-01,Charles River Associates' (CRAI) Earnings Beat Estimates in Q4
2019-03-01,6 Reasons Why Automatic Data Processing (ADP) Stock is a Buy
2019-03-01,Stericycle (SRCL) Down on Tepid View Despite Q4 Earnings Beat
2019-02-27,"Jack Henry & Associates, Inc. (JKHY) Ex-Dividend Date Scheduled for February 28, 2019"
2019-02-27,"Computer Programs and Systems, Inc. (CPSI) Ex-Dividend Date Scheduled for February 28, 2019"
2019-02-27,"Open Text Corporation (OTEX) Ex-Dividend Date Scheduled for February 28, 2019"
2019-02-27,"February 2019 ADP National Employment Report®, ADP Small Business Report® and ADP National Franchise Report® to be Released on Wednesday, March 6, 2019"
2019-02-27,"Verisk (VRSK) Rides on Organic Growth & Buyouts, Debt High"
2019-02-26,"Verisk (VRSK) Rides on Organic Growth & Buyouts, Debt High"
2019-02-26,"SPYG, NEE, PM, ADP: Large Outflows Detected at ETF"
2019-02-26,"Ebix, Inc. (EBIX) Ex-Dividend Date Scheduled for February 27, 2019"
2019-02-26,"CSP Inc. (CSPI) Ex-Dividend Date Scheduled for February 27, 2019"
2019-02-26,Everest Group Names ADP a Leader and Star Performer in the Multi-Process Human Resources Outsourcing PEAK Matrix Report
2019-02-26,Validea John Neff Strategy Daily Upgrade Report - 2/26/2019
2019-02-22,"Evertec, Inc. (EVTC) Ex-Dividend Date Scheduled for February 25, 2019"
2019-02-21,Insperity (NSP) Benefits From Higher Worksite Employee Growth
2019-02-21,ATTO vs. ADP: Which Stock Is the Better Value Option?
2019-02-21,"ADP Canada National Employment Report: Employment in Canada Increased by 35,400 Jobs in January 2019"
2019-02-20,"Verisk Analytics (VRSK) Misses on Q4 Earnings, Beats Revenues"
2019-02-20,"Fiserv Rides on Strategic Buyouts, Integration Risks Stay"
2019-02-19,Bill Ackman's Pershing Square Discloses 2 New Positions for 4th Quarter
2019-02-19,"Cognizant Technology Solutions Corporation (CTSH) Ex-Dividend Date Scheduled for February 20, 2019"
2019-02-19,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-02-18,Intuit (INTU) to Report Q2 Earnings: What Awaits the Stock?
2019-02-18,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-02-15,Automatic Data Processing Inc (ADP) President & CEO Carlos A Rodriguez Sold $5. ...
2019-02-15,"Q4 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios"
2019-02-15,Here's Why Momentum Investors Will Love Automatic Data Processing (ADP)
2019-02-15,What Does ADP Have in Store for Ackman after Failed Proxy Battle?
2019-02-15,ADP Rides on Strategic Acquisitions & Solid Balance Sheet
2019-02-15,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-02-14,"Media Alert: January 2019 ADP Canada National Employment Report to be released on Thursday, February 21, 2019"
2019-02-13,"FVD, BTI, DOV, ADP: ETF Inflow Alert"
2019-02-11,Genpact (G) Catches Eye: Stock Jumps 6.6%
2019-02-11,"Detailed Research: Economic Perspectives on Waddell & Reed Financial, Kennametal, Automatic Data Processing, Trustmark, Eagle Bulk Shipping, and GlycoMimetics — What Drives Growth in Today's Competitive Landscape"
2019-02-11,Why International Business Machines is a Top Socially Responsible Dividend Stock (IBM)
2019-02-08,Is Automatic Data Processing (ADP) Stock Outpacing Its Business Services Peers This Year?
2019-02-08,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-02-06,Why Hold Strategy is Apt for IHS Markit (INFO) Right Now
2019-02-06,"Accenture to Improve Mining Skills, Focus on South Africa"
2019-02-05,See what the IHS Markit Score report has to say about Automatic Data Processing Inc.
2019-02-04,"ADP Pushes Into Overhead Resistance, but Charts Favor a Move to New Highs"
2019-02-02,Tranformation Initiatives Help Lift Automatic Data Processing Earnings
2019-02-02,"'The economy feels like it has a lot of momentum,' says ADP CEO after strong jobs data"
2019-02-01,Tranformation Initiatives Help Lift Automatic Data Processing Earnings
2019-02-01,ADP (ADP) Moves to Buy: Rationale Behind the Upgrade
2019-02-01,[$$] FirstFT: Today’s top stories
2019-02-01,Edited Transcript of ADP earnings conference call or presentation 30-Jan-19 1:30pm GMT
2019-01-31,Strong Q4 2018 Earnings Results
2019-01-31,"Jobless Claims Shoot Up to 253K, Q4 Earnings Solid: GE, UPS, MA"
2019-01-31,"Company News For Jan 31, 2019"
2019-01-31,Automatic Data Processing (ADP) Q2 2019 Earnings Conference Call Transcript
2019-01-30,"ADP Q2 Earnings, Revenues Surpass Estimates, 2019 EPS View Up"
2019-01-30,Robust Private Sector Payroll Data For December 2018
2019-01-30,"ADP Jobs Stay Robust, Q4 Numbers Look Good Too"
2019-01-30,Paycom (PAYC) to Report Q4 Earnings: What's in the Cards?
2019-01-30,Automatic Data Processing (ADP) Beats Q2 Earnings and Revenue Estimates
2019-01-30,"ADP National Employment Report: Private Sector Employment Increased by 213,000 Jobs in January"
2019-01-30,ADP: Fiscal 2Q Earnings Snapshot
2019-01-30,ADP Reports Second Quarter Fiscal 2019 Results
2019-01-30,"U.S. Adds 213,000 Private Sector Jobs in January: ADP"
2019-01-30,Automatic Data Processing Q2 19 Earnings Conference Call At 8:30 AM ET
2019-01-30,Automatic Data Processing Inc. Q2 adjusted earnings of $1.34 per share
2019-01-30,"ADP Earnings, Revenue beat in Q2"
2019-01-30,"[$$] US private sector adds 213,000 jobs in January"
2019-01-29,"Pre-Market Earnings Report for January 30, 2019 :  T, BABA, BA, MCD, TMO, ANTM, ADP, GD, NVS, SIRI, RCL, IR"
